Stop Code,Stop Name,Latitude,Longitude,Status,Shelter Quantity,Area_Light,Trash Can,Site_Shade,Real Time Sign,Sidewalk Condition,ADA condition,Landing Pad,Crosswalk,Area Light Score,Site Shade Score,Sidewalk Condition Score,Landing Pad Score,Crosswalk Score,ADA Score
1072,Old Chapel Hill Rd at Garrett Rd (EB),35.949715,-78.967443,Active,0.0,Good,,,No,Good,No_SidewalkWithStrip,,Fair,3.0,,2.0,,1.0,
1074,University Dr at American Red Cross,35.952773,-78.966079,Active,0.0,Good,,Trees_Good,No,Good,No_SidewalkWithStrip,,Fair,3.0,2.0,2.0,,1.0,
1075,University Dr at Ivy Creek Blvd,35.959253,-78.964615,Active,1.0,Good,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,3.0,,2.0,,1.0,
1105,Erwin Rd at Fulton St (VA Hospital),36.008327,-78.937789,Active,1.0,Good,Concrete,,No,Good,,Other,Fair,3.0,,2.0,0.0,1.0,
1406,Renaissance Pkwy at Southpoint Mall (WB),35.9036647,-78.9466721,Active,2.0,Fair,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,2.0,,2.0,2.0,1.0,3.0
1553,Erwin Rd at Towerview Rd,36.003799,-78.950504,Active,0.0,Fair,Concrete,Trees_Good,No,Good,No_SidewalkAbuts,Other,Fair,2.0,2.0,2.0,0.0,1.0,
1732,Stirrup Creek at Twin Creek Ct,35.917372,-78.842734,Active,0.0,Good,,Trees_Good,No,,,,,3.0,2.0,,,,
1804,Renaissance Pkwy at NC 751 (WB),35.9011893,-78.9589826,Active,1.0,Fair,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Good,2.0,,2.0,2.0,2.0,3.0
1901,McFarland Dr at Witherspoon Blvd (Patterson Place Park-and-Ride),35.950633,-78.989974,Active,0.0,Poor,Concrete,Trees_Fair,No,Good,No_SidewalkAbuts,Other,Poor,1.0,1.0,2.0,0.0,0.0,
1914,University Dr at University Pl (EB),35.95649,-78.965978,Active,0.0,Fair,,Trees_Good,No,Good,No_SidewalkWithStrip,,Fair,2.0,2.0,2.0,,1.0,
1927,Erwin Rd at Emergency Dr (EB),36.007959,-78.935469,Active,,,,,,,,,,,,,,,
5002,Riddle Rd at Ancroft Ave (NB),35.95263,-78.89703,Active,0.0,Fair,Concrete,Trees_Good,No,,,,,2.0,2.0,,,,
5003,Alston Ave at Main St (NB),35.98763,-78.88766,Active,,,,,,,,,,,,,,,
5004,Alston Ave at Main St (SB),35.9871939,-78.8883015,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Poor,2.0,,2.0,,0.0,
5005,Cornwallis Rd at Industry Ln,35.94235,-78.8996,Active,0.0,Poor,,Trees_Fair,No,,,,,1.0,1.0,,,,
5006,Alston Ave at Linwood Ave (NB),35.9799408,-78.8914218,Active,,,,,,,,,,,,,,,
5008,S Alston Ave at Massey Ave (NB),35.978154,-78.892187,Active,0.0,Fair,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Poor,2.0,2.0,0.0,,0.0,
5010,Durham Station Pettigrew North Platform,35.99624902,-78.90557568,Active,,,,,,,,,,,,,,,
5011,Durham Station Pettigrew South Platform,35.99650291,-78.90615772,Active,,,,,,,,,,,,,,,
5012,Durham Station Parking Deck Platform,35.99584322,-78.90520554,Active,,,,,,,,,,,,,,,
5017,Chapel Hill Rd at McGehee St (NB),35.981294,-78.934076,Active,0.0,Poor,,Trees_Fair,No,,,,,1.0,1.0,,,,
5018,Morehead Ave at Vickers Ave (WB),35.991663,-78.911791,Active,0.0,Fair,,Trees_Good,No,Fair,No_SidewalkWithStrip,,,2.0,2.0,1.0,,,
5021,Chapel Hill Rd at W Cornwallis Rd (SB1),35.975344,-78.936845,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Good,1.0,,0.0,,2.0,
5023,Avondale Dr at E Markham Ave (SB),36.008351,-78.885933,Active,0.0,Poor,Concrete,,No,Good,Yes_Sidewalk,,Poor,1.0,,2.0,,0.0,3.0
5027,Club Blvd at Gregson St,36.016838,-78.908686,Active,0.0,,Concrete,,No,Poor,No_SidewalkWithStrip,,Fair,,,0.0,,1.0,
5030,Duke St at Main St,35.999745,-78.90788,Active,0.0,Poor,,,No,Good,No_SidewalkAbuts,Other,Fair,1.0,,2.0,0.0,1.0,
5031,Carver St at Guess Rd,36.03778,-78.93043,Active,0.0,Poor,,,No,,,,Poor,1.0,,,,0.0,
5032,Roxboro Rd at Lavender Rd,36.02323,-78.889966,Active,,,,,,,,,,,,,,,
5033,Roxboro Rd at Bush Dr,36.07577,-78.90968,Active,0.0,Good,,,No,Good,No_SingleDoor,Yes_Single_Door,,3.0,,2.0,1.0,,
5035,Angier Ave at Pleasant Dr,35.96362,-78.85662,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5039,Fayetteville St at Piedmont Ave (SB),35.984326,-78.899178,Active,0.0,Fair,Concrete,,No,Fair,No_SidewalkWithStrip,,Fair,2.0,,1.0,,1.0,
5042,University Dr at Weymouth St (WB),35.96702,-78.94998,Active,0.0,Good,,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,,3.0,2.0,2.0,2.0,,3.0
5043,Holloway St at Adams St (EB),35.98868,-78.85199,Active,1.0,Fair,Concrete,,No,Good,No_SingleDoor,Yes_Single_Door,Fair,2.0,,2.0,1.0,1.0,
5044,Duke St at Harper Pl,36.006837,-78.905495,Active,0.0,,,Trees_Good,No,Good,No_SidewalkWithStrip,,Fair,,2.0,2.0,,1.0,
5045,Roxboro Rd at Edgewood Dr,36.02775,-78.89,Active,0.0,Fair,,,No,Poor,Yes_Sidewalk,Other,Poor,2.0,,0.0,0.0,0.0,3.0
5047,Roxboro Rd at Markham Ave (south),36.009347,-78.891827,Active,0.0,Poor,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Good,1.0,2.0,0.0,,2.0,
5048,Chapel Hill Rd at Pinecrest Rd,35.97935,-78.9352,Active,0.0,Poor,,Trees_Good,No,Poor,No_SidewalkWithStrip,,,1.0,2.0,0.0,,,
5054,University Dr at Larchmont Dr,35.960943,-78.962345,Active,0.0,Fair,,Trees_Good,No,Good,No_SidewalkAbuts,Other,Fair,2.0,2.0,2.0,0.0,1.0,
5055,Gregson St at Englewood Ave,36.01513,-78.90835,Active,0.0,Poor,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Poor,1.0,2.0,0.0,,0.0,
5056,Lawson St at Sima Ave (EB),35.97451,-78.89105,Active,0.0,Fair,,Trees_Good,No,Good,Yes_Single_Door,Yes_Single_Door,,2.0,2.0,2.0,1.0,,2.0
5057,Angier Ave at Driver St (EB),35.9821,-78.87797,Active,0.0,Good,Metal,,No,Fair,Yes_Sidewalk,Other,Good,3.0,,1.0,0.0,2.0,3.0
5060,Dearborn Dr at Ruth St,36.037333,-78.871642,Active,0.0,Fair,,,No,,,,Poor,2.0,,,,0.0,
5064,Otis St at Red Oak Ave,35.970147,-78.909488,Active,0.0,Good,,,No,,,,,3.0,,,,,
5067,Geer St at Mangum St,36.003935,-78.89489168,Active,0.0,Poor,Concrete,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Fair,1.0,1.0,0.0,,1.0,
5075,Milton Rd at Eno Valley Elementary (SB),36.08612,-78.91153,Active,0.0,Fair,,,No,,,,,2.0,,,,,
5078,Trent Dr at Duke Clinics ,36.004779,-78.934944,Active,1.0,Fair,,,No,Good,No_SidewalkAbuts,Other,Good,2.0,,2.0,0.0,2.0,
5080,Fayetteville St at Homeland Ave (NB),35.962229,-78.908606,Active,0.0,Fair,Concrete,,No,Fair,No_SidewalkWithStrip,,,2.0,,1.0,,,
5081,Trent Dr at Duke Circle Parking Deck,36.006277,-78.934438,Active,0.0,Good,,,No,Good,No_SidewalkAbuts,Other,Good,3.0,,2.0,0.0,2.0,
5084,Old Farm Rd at Roxboro St (JFK Towers),36.065632,-78.904357,Active,1.0,Good,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,,3.0,,2.0,2.0,,3.0
5088,S Alston Ave at Massey Ave (SB),35.97835,-78.89238,Active,0.0,Good,Concrete,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Poor,3.0,1.0,0.0,,0.0,
5089,Duke St at Englewood Ave,36.0153423,-78.9054261,Active,0.0,Poor,,Trees_Good,No,,,,Fair,1.0,2.0,,,1.0,
5091,E Club Blvd at Glenbrook Dr (SB),36.02387,-78.87682,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5093,University Dr at South Square Mall,35.965545,-78.957312,Active,1.0,Good,Concrete,,No,Poor,Yes_Single_Door,Yes_Single_Door,Fair,3.0,,0.0,1.0,1.0,2.0
5094,Lakewood Ave at Blackwell St,35.987322,-78.907022,Active,0.0,Fair,Concrete,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Good,2.0,1.0,1.0,,2.0,
5097,Roxboro Rd at Murray Ave,36.0295,-78.89038,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Poor,2.0,,2.0,0.0,0.0,
5099,Carver St at Patrick Henry Dr (EB),36.040557,-78.897692,Active,0.0,Fair,,Trees_Good,No,Fair,No_SidewalkWithStrip,,Fair,2.0,2.0,1.0,,1.0,
5100,Weaver St at Weaver St Park,35.963836,-78.91454,Active,0.0,Poor,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,,1.0,1.0,0.0,,,
5102,Shirley St at Crest St,36.012625,-78.93977,Active,0.0,Fair,Concrete,Trees_Good,No,,No_SingleDoor,Yes_Single_Door,Poor,2.0,2.0,,1.0,0.0,
5105,Duke Regional Hospital (NB),36.038303,-78.898968,Active,1.0,Fair,Concrete,Trees_Good,No,Good,No_SidewalkAbuts,Other,Poor,2.0,2.0,2.0,0.0,0.0,
5106,Erwin Rd at Research Dr,36.008689,-78.94159,Active,0.0,Good,Concrete,Trees_Fair,No,Good,No_SidewalkAbuts,Other,Fair,3.0,1.0,2.0,0.0,1.0,
5111,Lawson St at Merrick St (Pearson Cafeteria),35.97634704,-78.89968564,Active,2.0,Fair,Concrete,,No,Fair,No_SidewalkAbuts,Other,Fair,2.0,,1.0,0.0,1.0,
5112,Angier Ave at Commonwealth St,35.97067,-78.86345,Active,0.0,Fair,,,No,,,,,2.0,,,,,
5116,Roxboro St at Duke St (Autozone),36.057,-78.90312,Active,0.0,Good,,,No,,,,,3.0,,,,,
5117,Glenbrook Dr at Dubonnet Pl (SB),36.026391,-78.878737,Active,,,,,,,,,,,,,,,
5118,Martin Luther King Jr Pkwy at Lake Camp Rd,35.942511,-78.918833,Active,1.0,,Concrete,Trees_Fair,No,Good,No_SidewalkWithStrip,,,,1.0,2.0,,,
5119,Roxboro Rd at Ellerbee St (NB),36.0214,-78.8898,Active,0.0,Good,,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Fair,3.0,1.0,0.0,,1.0,
5121,University Dr at Weymouth St (Near),35.96685,-78.9499,Active,0.0,Fair,,,No,Good,Yes_Single_Door,Yes_Single_Door,,2.0,,2.0,1.0,,2.0
5125,Hillsborough Rd at W Knox St,36.0130466,-78.9316324,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Good,1.0,,0.0,,2.0,
5126,Avondale Dr at E Knox St (SB),36.011805,-78.886721,Active,1.0,Fair,Concrete,Trees_Good,No,Good,Yes_Sidewalk,,,2.0,2.0,2.0,,,3.0
5127,Seven Oaks Rd at Riverview Shopping Center,36.067734,-78.90593,Active,1.0,Fair,Concrete,,No,Good,Yes_Single_Door,Yes_Single_Door,,2.0,,2.0,1.0,,2.0
5128,Roxboro Rd at Monk Rd (SB),36.05803,-78.90328,Active,0.0,Good,,,No,,,,,3.0,,,,,
5132,Roxboro Rd at Carver St,36.039512,-78.899275,Active,0.0,Good,Concrete,,No,Good,No_SingleDoor,Yes_Single_Door,Poor,3.0,,2.0,1.0,0.0,
5133,University Dr at Westgate Dr (WB),35.964173,-78.959182,Active,1.0,Good,Metal,,No,Fair,No_SidewalkAbuts,Other,Fair,3.0,,1.0,0.0,1.0,
5138,Angier Ave at Driver St (WB),35.982298,-78.878305,Active,0.0,Good,Concrete,,No,Poor,No_SidewalkWithStrip,,Good,3.0,,0.0,,2.0,
5139,Gregson St at Dacian Ave,36.0074467,-78.9083515,Active,0.0,Poor,Concrete,Trees_Fair,No,Good,No_SidewalkWithStrip,,Fair,1.0,1.0,2.0,,1.0,
5141,Avondale Dr at Trinity Ave (NB),36.00682,-78.885356,Active,0.0,Poor,,,No,Good,No_SidewalkAbuts,Other,Fair,1.0,,2.0,0.0,1.0,
5142,Gregson St at Trinity Ave,36.005107,-78.908341,Active,0.0,Fair,Concrete,Trees_Good,No,Poor,No_SidewalkWithStrip,,Fair,2.0,2.0,0.0,,1.0,
5144,Dowd St at Roxboro Rd (WB),36.000385,-78.893682,Active,0.0,Good,Concrete,,No,Good,No_SidewalkWithStrip,,Good,3.0,,2.0,,2.0,
5145,Erwin Rd at Morreene Rd,36.003907,-78.950716,Active,0.0,Fair,,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5148,E Main St at Alston Ave (WB),35.98815,-78.88885,Active,,,,,,,,,,,,,,,
5149,NC 55 at Riddle Rd (NB),35.95695,-78.891949,Active,0.0,Good,,,No,,,,Fair,3.0,,,,1.0,
5153,Garrett Rd at Old Chapel Hill Rd,35.94967,-78.96942,Active,0.0,,Metal,,No,,,,Fair,,,,,1.0,
5154,Alston Ave at Linwood Ave (SB),35.98011,-78.89164,Active,,,,,,,,,,,,,,,
5156,Chapel Hill Rd at Bivins St (EB),35.986437,-78.927927,Active,0.0,Poor,,,No,Good,No_SidewalkWithStrip,,Fair,1.0,,2.0,,1.0,
5157,Fulton St at Pratt St,36.010778,-78.937067,Active,0.0,Fair,,,No,Fair,No_SidewalkAbuts,Other,Fair,2.0,,1.0,0.0,1.0,
5158,Roxboro St at Lawson St (NB),35.977117,-78.906669,Active,0.0,Fair,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Good,2.0,1.0,2.0,,2.0,
5161,NC 55 at Meredith Dr (NB),35.90075,-78.89593,Active,0.0,Good,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,3.0,,2.0,,1.0,
5165,Erwin Rd at Downing St (EB),36.008652,-78.943929,Active,0.0,Good,Concrete,Trees_Fair,No,Good,No_SidewalkAbuts,Other,Fair,3.0,1.0,2.0,0.0,1.0,
5169,Morehead Ave at Moreland Ave (EB),35.991919,-78.920876,Active,0.0,Poor,Concrete,Trees_Fair,No,Fair,No_SidewalkWithStrip,,Good,1.0,1.0,1.0,,2.0,
5178,Club Blvd at Northgate Mall,36.01706,-78.909822,Active,1.0,Poor,Concrete,Trees_Good,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,1.0,2.0,2.0,2.0,1.0,3.0
5179,Roxboro St at Lodge St (Hillside Park),35.98129,-78.904222,Active,0.0,Fair,,Trees_Good,No,Fair,No_SidewalkWithStrip,,Good,2.0,2.0,1.0,,2.0,
5183,James St at Durham Chapel Hill Blvd,35.97518,-78.92528,Active,0.0,Good,Concrete,Trees_Fair,No,Good,No_SingleDoor,Yes_Single_Door,,3.0,1.0,2.0,1.0,,
5184,Service Rd at Davidson Ave (NB),36.018023,-78.887484,Active,1.0,,Concrete,Trees_Fair,No,,Yes_Single_Door,Yes_Single_Door,,,1.0,,1.0,,2.0
5185,Chapel Hill Rd at Pickett Rd (NB),35.976784,-78.936077,Active,0.0,Fair,Concrete,,No,,,,Good,2.0,,,,2.0,
5189,University Dr at Snowcrest Tr,35.959558,-78.964667,Active,0.0,Good,,,No,Good,No_SidewalkAbuts,Other,Fair,3.0,,2.0,0.0,1.0,
5190,Nation Ave at Bedford St,35.9777,-78.92807,Active,1.0,Fair,,,No,,No_SingleDoor,Yes_Single_Door,,2.0,,,1.0,,
5191,Fayetteville Rd at Woodcroft Pkwy (SB),35.922538,-78.927687,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Poor,2.0,,2.0,,0.0,
5193,Midvale Rd at Bedford St,35.974894,-78.928535,Active,1.0,Poor,Concrete,Trees_Good,No,,No_SingleDoor,Yes_Single_Door,,1.0,2.0,,1.0,,
5195,Mineral Springs Rd at Wake Forest Hwy,35.98193,-78.8209,Active,0.0,Poor,Concrete,,No,Poor,,,,1.0,,0.0,,,
5197,Morehead Ave at Arnette Ave (EB),35.991649,-78.914469,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Poor,1.0,,0.0,,0.0,
5198,Holloway St at Hyde Park Ave (EB),35.994423,-78.882105,Active,0.0,Fair,,,No,Fair,No_SidewalkWithStrip,,Fair,2.0,,1.0,,1.0,
5199,Angier Ave at Wrenn Rd (NB),35.952545,-78.849334,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5201,Angier Ave at Wrenn Rd (SB),35.9522402,-78.8492169,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5202,Roxboro Rd at Trinity Ave,36.005575,-78.892435,Active,,,,,,,,,,,,,,,
5203,Avondale Dr at E Markham Ave (NB),36.009118,-78.88593,Active,1.0,Poor,Concrete,Trees_Good,No,Good,No_SingleDoor,Yes_Single_Door,Poor,1.0,2.0,2.0,1.0,0.0,
5204,S Alston Ave at Dupree St (SB),35.976622,-78.892977,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Poor,2.0,,0.0,,0.0,
5205,Angier Ave at Vine St (WB),35.983446,-78.88124,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,,1.0,,0.0,,,
5206,Lawson St at Rosewood St (Eastbound),35.975099,-78.892376,Active,0.0,Poor,,,No,,,,Poor,1.0,,,,0.0,
5209,Foushee St at Avondale Dr (WB),36.016485,-78.887403,Active,0.0,Good,,,No,,,,Good,3.0,,,,2.0,
5210,Martin Luther King Jr Pkwy at Shannon Rd (EB),35.960746,-78.956923,Active,1.0,Good,Metal,,No,Fair,No_SidewalkAbuts,Other,Fair,3.0,,1.0,0.0,1.0,
5215,Fayetteville St at Lawson St (SB),35.976834,-78.900879,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,Fair,1.0,,0.0,,1.0,
5220,Duke St at Demerius St,36.01201,-78.905369,Active,0.0,,Concrete,,No,Good,No_SidewalkAbuts,,,,,2.0,,,
5221,E Weaver St at Jesmond St,35.966673,-78.91146,Active,0.0,Poor,,,No,,,,,1.0,,,,,
5222,Duke St at Morehead Ave (Henderson Towers),35.99083,-78.908895,Active,1.0,Good,Concrete,,No,Poor,No_SingleDoor,Yes_Single_Door,Good,3.0,,0.0,1.0,2.0,
5224,Fayetteville St at Burlington Ave (NB),35.968734,-78.902611,Active,0.0,Good,Concrete,Trees_Good,No,Good,No_SidewalkWithStrip,,Fair,3.0,2.0,2.0,,1.0,
5225,Fayetteville St at Brant St (NB),35.9757957,-78.9010821,Active,,,,,,,,,,,,,,,
5226,Roxboro Rd at Old Oxford Rd (Oxford Commons),36.035705,-78.893237,Active,0.0,Poor,Concrete,,No,Good,Yes_Single_Door,Yes_Single_Door,Good,1.0,,2.0,1.0,2.0,2.0
5229,Roxboro Rd at Hugo St,36.02552,-78.88973,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Poor,2.0,,0.0,,0.0,
5231,University Dr at Beech Lake Apts,35.956761,-78.966252,Active,0.0,Fair,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Fair,2.0,1.0,2.0,,1.0,
5233,Freeman Rd at Clayton Rd (Southern HS),35.99778,-78.82977,Active,0.0,Fair,Concrete,Trees_Good,No,Poor,No_SidewalkWithStrip,,,2.0,2.0,0.0,,,
5234,Fayetteville Rd at Woodcroft Pkwy (NB),35.924142,-78.926041,Active,0.0,Poor,Concrete,,No,Fair,No_SidewalkWithStrip,,Poor,1.0,,1.0,,0.0,
5235,University Dr at University Pl (WB),35.952803,-78.966321,Active,0.0,Fair,,Trees_Good,No,Good,No_SidewalkWithStrip,,Fair,2.0,2.0,2.0,,1.0,
5238,Avondale Dr at E Knox St (NB),36.012681,-78.886735,Active,0.0,Fair,,,No,Fair,No_SidewalkWithStrip,,Poor,2.0,,1.0,,0.0,
5239,Cornwallis Rd at Spring Ridge Apt,35.93833,-78.8954,Active,0.0,Fair,,Trees_Good,No,Poor,No_SidewalkWithStrip,,,2.0,2.0,0.0,,,
5240,Freeman Rd at Homecoming Way,35.995963,-78.818651,Active,0.0,Fair,,,No,,,,,2.0,,,,,
5241,Lawson St at DTCC F Lot (EB),35.974292,-78.882723,Active,0.0,Fair,,,No,Good,No_SidewalkWithStrip,,Fair,2.0,,2.0,,1.0,
5242,Riddle Rd at Kirby St (NB),35.955642,-78.893107,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5245,Holloway St at Alston Ave (EB),35.99444,-78.88621,Active,1.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5247,Fayetteville Rd at Juliette Dr (NB),35.931864,-78.91652,Active,0.0,Fair,,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5248,Guess Rd at Fawn Ave,36.03154,-78.928867,Active,,,,,,,,,,,,,,,
5253,Holloway St at Brye St (WB),35.99348,-78.87232,Active,0.0,Poor,Concrete,,Yes,Fair,No_SidewalkWithStrip,,,1.0,,1.0,,,
5255,Erwin Rd at Lambeth Cir (Erwin Terraces),36.006834,-78.947226,Active,1.0,Fair,,,No,Good,No_SidewalkAbuts,Other,Fair,2.0,,2.0,0.0,1.0,
5257,Shirley St at Ratcale Ln,36.011406,-78.938079,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5259,N Alston Ave at Geer St (NB),36.003437,-78.885966,Active,0.0,Poor,,,No,Poor,No_SidewalkWithStrip,,,1.0,,0.0,,,
5261,University Dr at Westgate Dr (Parkway Plaza Park-and-Ride),35.964264,-78.958767,Active,1.0,Good,Concrete,,Yes,Good,No_SingleDoor,Yes_Single_Door,Fair,3.0,,2.0,1.0,1.0,
5262,NC 55 at Dakota St (SB),35.9677153,-78.8955998,Active,0.0,Fair,,Trees_Good,No,Fair,Yes_Two_Doors,Yes_Two_Doors,Good,2.0,2.0,1.0,2.0,2.0,3.0
5263,Gregson St at Green St,36.01118,-78.90832,Active,0.0,Poor,,Trees_Good,No,Good,No_SidewalkWithStrip,,Good,1.0,2.0,2.0,,2.0,
5264,Bacon St at Lawson St,35.974484,-78.8849,Active,0.0,Fair,,Trees_Good,No,Good,No_SidewalkWithStrip,,Poor,2.0,2.0,2.0,,0.0,
5265,E Main St at Blacknall St (WB),35.986443,-78.885559,Active,0.0,Fair,Metal,,No,Poor,No_SingleDoor,Yes_Single_Door,Poor,2.0,,0.0,1.0,0.0,
5268,Waring St at Davinci St,36.03172,-78.8806,Active,0.0,Poor,,,No,,No_Other,,,1.0,,,,,
5269,Stadium Dr at Horton Rd,36.05507,-78.91937,Active,0.0,Poor,Concrete,Trees_Good,No,,,,,1.0,2.0,,,,
5271,Dearborn Dr at Deer Run (NB),36.031985,-78.87018,Active,0.0,Fair,,Trees_Good,No,,,,,2.0,2.0,,,,
5272,Duke University Rd at Anderson St (EB),35.99833,-78.930561,Active,0.0,Poor,,Trees_Good,No,,,,,1.0,2.0,,,,
5273,Roxboro Rd at Hewitt St,36.0359,-78.89403,Active,0.0,Good,Concrete,,No,Good,No_SidewalkWithStrip,,Fair,3.0,,2.0,,1.0,
5274,Holloway St at Hoover Rd (WB),35.990465,-78.858834,Active,0.0,Poor,Concrete,Trees_Fair,No,Fair,No_SidewalkAbuts,Other,Poor,1.0,1.0,1.0,0.0,0.0,
5276,Broad St at Forest Rd (NB),36.024855,-78.916989,Active,0.0,,,,No,Fair,No_SidewalkWithStrip,,Poor,,,1.0,,0.0,
5278,Ninth St at Safeway St,36.010586,-78.922118,Active,0.0,Good,,Trees_Good,No,Poor,No_SidewalkWithStrip,,Good,3.0,2.0,0.0,,2.0,
5280,E Main St at Dillard St (Durham County Public Health),35.99187,-78.89533,Active,,,,,,,,,,,,,,,
5281,Dearborn Dr at Maplewood Dr (SB),36.03338,-78.869441,Active,0.0,Fair,Concrete,Trees_Fair,No,,,,,2.0,1.0,,,,
5282,Hillsborough Rd at W Main St,36.01574,-78.936579,Active,0.0,Fair,Concrete,,No,Good,No_SidewalkAbuts,Other,Poor,2.0,,2.0,0.0,0.0,
5285,Chapel Hill Rd at Valley Terrace (SB),35.9724,-78.93769,Active,,,,,,,,,,,,,,,
5286,Duke University Rd at Underwood Ave (EB),35.996755,-78.922429,Active,0.0,Fair,,Trees_Fair,No,Fair,No_SingleDoor,Yes_Single_Door,Good,2.0,1.0,1.0,1.0,2.0,
5291,Holloway St at Chester St,35.994526,-78.882673,Active,0.0,Good,,,No,Poor,No_SidewalkWithStrip,,Fair,3.0,,0.0,,1.0,
5292,Hillsborough Rd at Cole Mill Rd (WB),36.0232231,-78.9550314,Active,1.0,Fair,Metal,Trees_Fair,No,Good,Yes_Two_Doors,Yes_Two_Doors,,2.0,1.0,2.0,2.0,,3.0
5296,NC 55 at Cornwallis Rd,35.931922,-78.888286,Active,1.0,Good,Concrete,Trees_Good,No,Fair,No_SidewalkWithStrip,,,3.0,2.0,1.0,,,
5298,Chapel Hill Rd at University Dr (SB),35.968683,-78.939883,Active,0.0,Poor,Concrete,Trees_Fair,No,Poor,No_SidewalkWithStrip,,Fair,1.0,1.0,0.0,,1.0,
5300,Leon St at Haverford St (EB),36.025419,-78.913527,Active,0.0,Fair,Metal,,No,Poor,Yes_Two_Doors,Yes_Two_Doors,,2.0,,0.0,2.0,,3.0
5306,Morehead Ave at Arnette Ave (WB),35.991739,-78.91422,Active,0.0,Poor,,Trees_Good,No,,,,Poor,1.0,2.0,,,0.0,
5310,Angier Ave at Guthrie Ave (WB),35.981417,-78.875848,Active,1.0,Good,Metal,,No,Good,No_SidewalkAbuts,Other,Poor,3.0,,2.0,0.0,0.0,
5311,Roxboro Rd at Maynard Ave (SB),36.02637,-78.88983,Active,0.0,Fair,Concrete,,No,Poor,No_SidewalkAbuts,Other,,2.0,,0.0,0.0,,
5313,Alston Ave at Lawson St (SB),35.974877,-78.893695,Active,0.0,Good,,Trees_Fair,No,Good,No_SidewalkWithStrip,,Poor,3.0,1.0,2.0,,0.0,
5314,North Pointe Dr at Broad St (WB),36.028304,-78.915513,Active,0.0,Poor,,,No,Fair,No_SidewalkWithStrip,,Poor,1.0,,1.0,,0.0,
5315,NC 55 at Carpenter Fletcher Rd (NB),35.9144093,-78.8915565,Active,0.0,Fair,,,No,Poor,No_SidewalkWithStrip,,Fair,2.0,,0.0,,1.0,
5316,Lawson St at DTCC Public Safety (EB),35.974268,-78.880604,Active,2.0,Good,Metal,,No,Good,Yes_Two_Doors,Yes_Two_Doors,Fair,3.0,,2.0,2.0,1.0,3.0
5317,Duke University Rd at Anderson St (WB),35.998434,-78.929787,Active,0.0,,,Trees_Good,No,Good,No_SidewalkWithStrip,,Poor,,2.0,2.0,,0.0,
5319,Old Oxford Rd at Danube Ln (EB),36.036239,-78.888041,Active,0.0,Fair,Concrete,,No,Good,No_SingleDoor,Yes_Single_Door,,2.0,,2.0,1.0,,
5320,Gregson St at W Knox St,36.013206,-78.90833,Active,0.0,Poor,,Trees_Good,No,Good,No_SidewalkWithStrip,,,1.0,2.0,2.0,,,
5322,Carver St at Meriwether Dr,36.0430341,-78.8923967,Active,0.0,,,,No,,,,,,,,,,
5324,Roxboro St at Dunstan Ave,35.980167,-78.905172,Active,1.0,Fair,Concrete,,No,Poor,No_SingleDoor,Yes_Single_Door,Good,2.0,,0.0,1.0,2.0,
5325,Meriwether Dr at Carver Pond Apts,36.038729,-78.890264,Active,,,,,,,,,,,,,,,
